noun_id,class_key,relevant
150,bit:choi,True
151,bit:courgette,True
152,bit:cucumber,True
153,bit:dishwasher,False
154,bit:dust,False
155,bit:food,True
156,bit:food:processor,True
157,bit:garbage,False
158,bit:garlic,True
159,bit:hummus,True
160,bit:leaf,False
161,bit:meat,True
162,bit:onion,True
163,bit:pak:choi,True
164,bit:pear,True
165,bit:pepper,True
166,bit:plastic,False
167,bit:potato,True
168,bit:processor,True
169,bit:salad,True
170,bit:sink,True
171,bit:tupperware,True
172,bit:white,False
173,bite,False
174,blackberry,True
175,blade,True
176,blade:chopping,True
177,blade:food:processor:chopping,True
178,blade:peeler,True
179,blender,True
180,blender:coffee,True
181,blender:hand,False
182,blind,False
183,block,False
184,block:chopping,True
185,block:tofu,True
186,blood,False
187,blueberry,True
188,blueberry:opening,True
189,board,True
190,board:chipping,True
191,board:chop,True
192,board:chopping,True
193,board:cut,True
194,board:cutting,True
195,board:draining,True
196,board:drying,True
197,board:eating,True
198,board:serving,True
199,board:side,True
200,board:washing,False
201,board:white,True
202,boiler,True
203,boiler:water,True
204,bone:chicken,True
205,book,False
206,book:recipe,True
207,booklet:instruction,False
208,booklet:recipe,True
209,border:omelet,True
210,border:omelette,True
211,bottle,False
212,bottle:bean:curd,True
213,bottle:coke,True
214,bottle:cooking:wine,True
215,bottle:fabric:conditioner,False
216,bottle:fallen:oil,True
217,bottle:gin,True
218,bottle:liquid,False
219,bottle:little,False
220,bottle:milk,True
221,bottle:nesquik,True
222,bottle:oil,True
223,bottle:olive:oil,True
224,bottle:passata,True
225,bottle:pesto,True
226,bottle:rice:vinegar,True
227,bottle:sauce,True
228,bottle:something,False
229,bottle:soy:sauce,True
230,bottle:spice,True
231,bottle:squash,True
232,bottle:tonic:water,True
233,bottle:vanilla:extract,True
234,bottle:vegetable:oil,True
235,bottle:vinegar,True
236,bottle:washing:liquid,False
237,bottle:water,True
238,bottle:wine,True
239,bottom:aeropress,True
240,bottom:bottle,False
241,bottom:carrot,True
242,bottom:leek,True
243,bottom:onion,True
244,bottom:pan,True
245,bottom:processor,True
246,bottom:saucepan,True
247,bottom:sink,True
248,bottom:sponge,False
249,bottom:spring:form,True
250,bottom:springform:tin,True
251,boundary:cake:mould,True
252,bowl,True
253,bowl:big,True
254,bowl:carrot,True
255,bowl:cereal,True
256,bowl:cheese,True
257,bowl:cherry,True
258,bowl:cooker,True
259,bowl:corn,True
260,bowl:covered,True
261,bowl:dough,True
262,bowl:egg,True
263,bowl:food:processor,True
264,bowl:fruit,True
265,bowl:glass,True
266,bowl:inside,True
267,bowl:juicer,True
268,bowl:large,True
269,bowl:lemon:zest,True
270,bowl:lettuce,True
271,bowl:meat,True
272,bowl:milk,True
273,bowl:mushroom,True
274,bowl:oatmeal,True
275,bowl:onion,True
276,bowl:plastic,True
277,bowl:plate,True
278,bowl:processor,True
279,bowl:raspberry,True
280,bowl:rice:cooker,True
281,bowl:salad,True
282,bowl:saucepan,True
283,bowl:second,True
284,bowl:serving,True
285,bowl:several,True
286,bowl:small,True
287,bowl:soup,True
288,bowl:sugar,True
289,bowl:tomato,True
290,bowl:washing,False
291,bowl:washing:up,False
292,bowl:yoghurt,True
293,box,False
294,box:bean:curd,True
295,box:blender,True
296,box:blueberry,True
297,box:bread,True
298,box:breadstick,True
299,box:carrot,True
300,box:cereal,True
301,box:cheese,True
302,box:cherry:tomato,True
303,box:cling:film,False
304,box:coffee,True
305,box:egg,True
306,box:egg:carton,True
307,box:empty,False
308,box:fajitas,True
309,box:filter,True
310,box:folding,False
311,box:food,True
312,box:fruit,True
313,box:ice:cream,True
314,box:lunch,True
315,box:meat,True
316,box:milk,True
317,box:mushroom,True
318,box:noodle,True
319,box:olive,True
320,box:paper,True
321,box:pasta,True
322,box:pitta:bread,True
323,box:pizza,True
324,box:plastic,False
325,box:recycling,False
326,box:rice,True
327,box:salad,True
328,box:salt,True
329,box:sausage,True
330,box:scotch:egg,True
331,box:small,False
332,box:stock:container,True
333,box:tea,True
334,box:tomato,True
335,box:washing:powder,False
336,box:water,True
337,box:yeast,True
338,boxer,False
339,bread,True
340,bread:avocado,True
341,bread:hamburger,True
342,bread:packing,True
343,bread:pitta,True
344,bread:sandwich,True
345,bread:toast,True
346,bread:white,True
347,breadcrumb,True
348,breadstick,True
349,breast:chicken,True
350,breast:turkey,True
351,broccoli,True
352,broccoli:pour,True
353,broccoli:stem,True
354,broccoli:tenderstem,True
355,broom,False
356,broth,True
357,brush,False
358,brush:dish,True
359,brush:pastry,True
360,brush:washing:up,False
361,brusher,False
362,bucket,False
363,bucket:rice:cooker,True
364,bulb,False
365,bulb:garlic,True
366,bun,True
367,bun:bao,True
368,bun:hamburger,True
369,bun:steamed,True
370,bundle,False
371,burger,True
372,burger:chicken,True
373,burger:tuna,True
374,burner,True
375,butter,True
376,butter:excess,True
377,butter:melted,True
378,butter:melting,True
379,butter:more,True
380,butter:peanut,True
381,butter:remaining,True
382,button,False
383,button:timer,False
384,cab,False
385,cabbage,True
386,cabbage:cooked,True
387,cabinet,True
388,cable,False
389,cafetiere,True
390,cage,False
391,cake,True
392,cake:fish,True
393,cake:rice,True
394,camera,False
395,can,True
396,can:kidney:bean,True
397,can:soup,True
398,can:tin,True
399,can:tomato,True
400,can:trash,False
401,candle,False
402,candy,True
403,cap,False
404,cap:bottle,False
405,cap:burner,True
406,cap:liquid,False
407,cap:milk,True
408,cap:oil,True
409,cap:olive:oil,True
410,cap:salt,True
411,cap:sauce,True
412,cap:sink,True
413,cap:vinegar,True
414,caper,True
415,capsule,False
416,capsule:coffee,True
417,carafe,True
418,card,False
419,cardboard,False
420,cardigan,False
421,carrot,True
422,carrot:diced,True
423,carrot:tail,True
424,carton,True
425,carton:egg,True
426,carton:juice,True
427,carton:soy:milk,True
428,case,False
429,case:thermometer,False
430,casserole,True
431,catcher:sink,True
432,cd,False
433,celery,True
434,cellar:pepper,True
435,cellar:salt,True
436,centre:plate,True
437,centre:tomato,True
438,cereal,True
439,chair,False
440,channel,False
441,cheese,True
442,cheese:cream,True
443,cheese:feta,True
444,cheese:grated,True
445,cheese:more,True
446,cheese:open,True
447,cheese:parmesan,True
448,cheese:remaining,True
449,cherry,True
450,cherry:frozen,True
451,chicken,True
452,chickpea,True
453,chilli,True
454,chilli:green,True
455,chilli:red,True
456,chip,True
457,chocolate,True
458,choi:pak,True
459,chopper:half:moon,True
460,chopper:moon,True
461,choppings:carrot,True
462,choppings:onion,True
463,chopstick,True
464,chopstick:fork,True
465,chorizo,True
466,chunk:carrot,True
467,chunk:dough,True
468,chunk:pear,True
469,chunk:pork:belly,True
470,chunk:rennet:tablet,True
471,ciabatta,True
472,cilantro,True
473,cinnamon,True
474,clam,True
475,cleaner,False
476,cleanser,False
477,clip,False
478,clip:bag,False
479,clip:clip:top:jar,True
480,clip:laundry,False
481,clip:top:jar,True
482,clock:microwave:oven,False
483,clock:oven,False
484,clog,False
485,closet,False
486,cloth,False
487,cloth:cleaning,False
488,cloth:dish,True
489,cloth:table,False
490,cloth:washing,False
491,cloth:wiping,False
492,clothe,False
493,clothes,False
494,clove,True
495,clove:garlic,True
496,coaster,False
497,cob,False
498,cob:corn,True
499,coconut,True
500,coffee,True
501,coffee:mug,True
502,coke,True
503,colander,True
504,colander:soap,False
505,collar:shirt,False
506,compartment,False
507,compartment:battery,False
508,component:drawer,False
509,compost,False
510,computer,False
511,condiment,True
512,container,True
513,container:cake,True
514,container:cheese,True
515,container:coffee,True
516,container:coffee:bean,True
517,container:coffee:ground,True
518,container:cream:cheese,True
519,container:empty,True
520,container:food,True
521,container:ground:coffee,True
522,container:inside,True
523,container:milk,True
524,container:oil,True
525,container:pasta,True
526,container:pepper,True
527,container:plastic,True
528,container:pod,True
529,container:rice,True
530,container:salt,True
531,container:sauce,True
532,container:soap,False
533,container:spice,True
534,container:stock,True
535,container:sugar,True
536,container:tofu,True
537,container:tomato,True
538,container:tupperware,True
539,container:water,True
540,content,False
541,content:bag,False
542,content:bowl,True
543,content:box,False
544,content:cupboard,False
545,content:drawer,False
546,content:fridge,True
547,content:frying:pan,True
548,content:mug,True
549,content:pan,True
550,content:plate,True
551,content:sink:strainer,True
552,content:tupperware,True
553,content:water:boiler,True
554,control:remote,False
555,cooker,True
556,cooker:electric,True
557,cooker:flame,True
558,cooker:rice,True
559,cooker:slow,True
560,cooker:steam,True
561,cooker:water,True
562,cookie,True
563,cord:power,False
564,core,False
565,core:apple,True
566,core:pepper,True
567,coriander,True
568,cork,False
569,corkscrew,True
570,corn,True
571,corn:salt,True
572,corn:sweet,True
573,corncob,True
574,counter,True
575,counter:kitchen,True
576,counter:sink,True
577,countertop,True
578,courgette,True
579,cover,False
580,cover:battery,False
581,cover:blender,True
582,cover:bottom,False
583,cover:can,True
584,cover:dish,True
585,cover:food:processor,True
586,cover:hob,True
587,cover:juicer,True
588,cover:microwave,True
589,cover:mug,True
590,cover:pen,False
591,cover:plastic,False
592,cover:plate,True
593,cover:pot,True
594,cover:processor,True
595,cover:salt,True
596,cover:squeezer,True
597,cover:thermometer,True
598,cover:tin,True
599,cracker,True
600,cracker:crushed,True
601,cream,True
602,cream:ice,True
603,cream:milk,True
604,cream:remaining:ice,True
605,crisp,True
606,croissant,True
607,crumb,True
608,crumb:bread,True
609,crumb:rennet:tablet,True
610,crumbles,False
611,crumbles:chocolate,True
612,crust,True
613,crust:bread,True
614,cube,False
615,cube:butter,True
616,cube:gravy,True
617,cube:ice,True
618,cube:small,False
619,cube:stock,True
620,cucumber,True
621,cucumber:chopped,True
622,cucumber:cut,True
623,cucumber:sliced,True
624,cumin,True
625,cup,True
626,cup:coffee,True
627,cup:flour,True
628,cup:measuring,True
629,cup:milk,True
630,cup:small,True
631,cup:soap,False
632,cup:tea,True
633,cup:water,True
634,cupboard,False
635,cupboard:open,False
636,cupboard:salt,True
637,cupboard:strainer,True
638,curd,True
639,curd:bean,True
640,curd:cheese,True
641,curd:cooked:bean,True
642,curd:lemon,True
643,curd:salted:bean,True
644,curry,True
645,curry:fish,True
646,curry:potato,True
647,cut:cold,True
648,cutlery,True
649,cutter:pizza,True
650,cylinder,False
651,cylinder:covered,False
652,cylinder:measuring,True
653,cylinder:paper,True
654,dal:chana,True
655,dal:urad,True
656,degreaser,False
657,depth:water,True
658,desk,False
659,dessert:covered:chocolate,True
660,detergent,False
661,device:cutting,True
662,device:wooden,True
663,dial,False
664,dice:courgette,True
665,dirt,False
666,dish,True
667,dish:dirty,True
668,dish:meat,True
669,dish:oven,True
670,dish:soap,False
671,dish:tomato,True
672,dish:tortilla,True
673,dishcloth,False
674,dishrag,False
675,dishwasher,False
676,dishwater,False
677,dispenser:soap,False
678,display:oven,False
679,dissolve:sugar,True
680,dock,False
681,dog:hot,True
682,doneness:meat,True
683,door,False
684,door:cabinet,False
685,door:cupboard,False
686,door:dishwasher,False
687,door:freezer,False
688,door:fridge,False
689,door:kitchen,True
690,door:microwave,False
691,door:oven,False
692,door:refrigerator,False
693,door:washing:machine,False
694,door:washing:washing,False
695,doritos,True
696,dough,True
697,dough:bread,True
698,dough:excess,True
699,dough:half,True
700,dough:remaining,True
701,drain,False
702,drainer,True
703,drainer:dish,True
704,drainer:sink,True
705,draw,False
706,drawer,False
707,drawer:close,False
708,drawer:coffee:machine,True
709,drawer:cutlery,False
710,drawer:dishwasher,False
711,drawer:freezer,False
712,drawer:fridge,False
713,drawer:open,False
714,drawer:other,False
715,drawer:oven,False
716,drawer:refrigerator,False
717,drawer:spice,True
718,drawer:vegetable,True
719,drawer:washing:machine,False
720,dressing,True
721,dressing:salad,True
722,drink,True
723,drink:almond,True
724,driver:screw,False
725,drum,False
726,drum:measuring,True
727,dryer,False
728,dumpling,True
729,dust,False
730,dustbin,False
731,duster,False
732,dustpan,False
733,edge:bowl,True
734,edge:carrot,True
735,edge:dough,True
736,edge:omelette,True
737,edge:paper,True
738,egg,True
739,egg:breadcrumb,True
740,egg:distribute,True
741,egg:fried,True
742,egg:open,True
743,egg:scotch,True
744,egg:second,True
745,egg:whisked,True
746,eggshell,False
747,eggshell:little,False
748,element:rice:cooker:heating,True
749,end:aubergine,True
750,end:bread,True
751,end:carrot,True
752,end:chilli,True
753,end:choi,True
754,end:cucumber,True
755,end:foil:paper,True
756,end:leek,True
757,end:milk:bottle,True
758,end:onion,True
759,end:spatula,True
760,end:teaspoon,True
761,end:thermometer,True
762,end:tomato,True
763,envelope,False
764,envelope:oregano,True
765,excess:water,True
766,extract:vanilla,True
767,extractor,False
768,face,False
769,fan,False
770,fan:extractor,False
771,fat,True
772,file,False
773,film,False
774,film:butter,True
775,film:cling,False
776,film:cucumber,True
777,film:plastic,False
778,filter,True
779,filter:aeropress,True
780,filter:coffee,True
781,filter:coffee:maker,True
782,filter:fill:water,True
783,filter:moka:pot,True
784,filter:more:water,True
785,filter:sink,True
786,filter:tap:water,True
787,filter:teapot,True
788,filter:v60,True
789,filter:water,True
790,finger,False
791,finger:fish,True
792,finger:lady,False
793,finger:rubber:glove,True
794,fire,False
795,fish,True
796,fish:cooked,True
797,fish:open,True
798,fishcakes,True
799,flake:chilli,True
800,flame,True
801,flame:cooker,True
802,flame:stove,True
803,flap,False
804,flask:oil,True
805,flatware,True
806,floor,False
807,floor:kitchen,True
808,floret,True
809,floret:broccoli,True
810,flour,True
811,flour:dough,True
812,flour:egg,True
813,flour:excess,True
814,flour:extra,True
815,flour:more,True
816,flour:plain,True
817,flow:tap,True
818,flower,False
819,foil,True
820,foil:aluminium,True
821,foil:kitchen,True
822,foil:silver,True
823,foil:transparent,True
824,food,True
825,food:burned,True
826,food:cooked,True
827,food:empty,True
828,food:frozen,True
829,food:leftover,True
830,food:more,True
831,food:remaining,True
832,food:residual,True
833,fork,True
834,fork:knife,True
835,fork:napkin,False
836,fork:paper,True
837,fork:soap,False
838,fork:spoon,True
839,fork:wash,False
840,fork:wooden,True
841,form,False
842,fragment:cabbage,True
843,fragment:fish,True
844,fragment:onion,True
845,fraiche,True
846,fraiche:creme,True
847,freezer,True
848,fridge,True
849,frittata,True
850,front:freezer,True
851,front:plate,True
852,fruit,True
853,fry:stir,False
854,funnel,True
855,galangal,True
856,game:board,True
857,garbage,False
858,garlic,True
859,garlic:containing,True
860,garlic:dice,True
861,garlic:more,True
862,garlic:sliced,True
863,garlic:smashed,True
864,garni:bouquet,True
865,gas,True
866,geographic,False
867,geographic:national,False
868,gin,True
869,ginger,True
870,glass,True
871,glass:blueberry,True
872,glass:fruit,True
873,glass:milk,True
874,glass:new,True
875,glass:orange:juice,True
876,glass:other,True
877,glass:wash,False
878,glass:water,True
879,glass:wine,True
880,glaze,True
881,glove,True
882,glove:oven,True
883,glove:rubber,True
884,glove:second,True
885,gochujang,True
886,gown:dressing,True
887,grain:rice,True
888,granola,True
889,granule,True
890,grape,True
891,grass:lemon,True
892,grater,True
893,grater:cheese,True
894,gravy,True
895,green,False
896,grid,True
897,grid:hob,True
898,griddle,True
899,grill,True
900,grill:hob,True
901,grind:coffee,True
902,grinder,True
903,grinder:cheese,True
904,grinder:coffee,True
905,grocery,False
906,ground,True
907,ground:coffee,True
908,guard,False
909,guard:hand,False
910,guide:sharpening,False
911,hair,False
912,half:bagel,True
913,half:bread,True
914,half:cherry:tomato,True
915,half:eggshell,False
916,half:lemon,True
917,half:onion,True
918,half:second:lemon,True
919,ham,True
920,hamburger,True
921,hamper,False
922,hand,False
923,hand:gloved,False
924,hand:left,False
925,hand:my,False
926,hand:other,False
927,hand:second,False
928,handful:carrot,True
929,handle,False
930,handle:cupboard,False
931,handle:drawer,False
932,handle:frying:pan,True
933,handle:knife,True
934,handle:pan,True
935,handle:saucepan,True
936,handle:spoon,True
937,handle:wok,True
938,hanger,False
939,hat,False
940,head,False
941,heart,False
942,heart:tomato,True
943,heat,True
944,heat:be,True
945,heat:cooker,True
946,heat:hob,True
947,heat:oven,True
948,heat:right,True
949,heater,False
950,heater:electric,False
951,heater:right,False
952,height:oven,True
953,height:tray,True
954,herb,True
955,herb:other,True
956,hob,True
957,hob:induction,True
958,holder,False
959,holder:bread:knife,True
960,holder:coffee,True
961,holder:cutlery,True
962,holder:dishwasher:cutlery,False
963,holder:dishwasher:glass,False
964,holder:filter,True
965,holder:jug,True
966,holder:knife,True
967,holder:magnetic,False
968,holder:napkin,False
969,holder:pot,True
970,holder:spoon,True
971,holder:tablet,False
972,holder:teabag,True
973,hole:sink,True
974,honey,True
975,hood,True
976,hood:kitchen,True
977,hoover,False
978,hoover:hand:held,False
979,hop,False
980,horse:clothes,False
981,hummus,True
982,hummus:more,True
983,humus,True
984,infuser,True
985,infuser:tea,True
986,ingredient,True
987,ingredient:pan,True
988,inside:bread,True
989,instruction,False
990,intensity:flame,True
991,iron:cast,True
992,item:fridge,True
993,item:kitchen,True
994,jam,True
995,jambalaya,True
996,jar,True
997,jar:chilli:flake,True
998,jar:clip:top,True
999,jar:coconut,True
1000,jar:coffee,True
1001,jar:herb,True
1002,jar:honey,True
1003,jar:jam,True
1004,jar:olive,True
1005,jar:pasta:sauce,True
1006,jar:pepper,True
1007,jar:pesto,True
1008,jar:pesto:sauce,True
1009,jar:salt,True
1010,jar:sauce,True
1011,jar:spice,True
1012,jar:spicy:bean:paste,True
1013,jar:spicy:bean:sauce,True
1014,jar:sugar,True
1015,jar:tahini,True
1016,jar:tahini:sauce,True
1017,jar:thyme,True
1018,jar:top,True
1019,jar:water:filter,True
1020,jean,False
1021,jeera,True
1022,jug,True
1023,jug:cafetiere,True
1024,jug:measuring,True
1025,jug:water,True
1026,juice,True
1027,juice:fruit,True
1028,juice:lemon,True
1029,juice:lime,True
1030,juice:orange,True
1031,juicer,True
1032,juicer:lime,True
1033,kale,True
1034,ketchup,True
1035,kettle,True
1036,kettle:electronic,False
1037,kitchen,True
1038,kitkat,True
1039,kiwi,True
1040,knife,True
1041,knife:bread,True
1042,knife:chef,True
1043,knife:fork,True
1044,knife:mezzaluna,True
1045,knife:mincing,True
1046,knife:paring,True
1047,knife:soap,False
1048,knife:spreading,True
1049,knife:take,True
1050,knife:teaspoon:fork,True
1051,knife:wash,False
1052,knob,False
1053,knob:heat,True
1054,knob:oven,True
1055,knot,False
1056,label,False
1057,ladder,False
1058,ladle,True
1059,lamp,False
1060,lasagne,True
1061,laundry,False
1062,lead,False
1063,lead:kettle,False
1064,leaf,False
1065,leaf:basil,True
1066,leaf:bay,True
1067,leaf:choi,True
1068,leaf:curry,True
1069,leaf:lettuce,True
1070,leaf:mint,True
1071,leaf:more,False
1072,leaf:more:salad,True
1073,leaf:only:curry,True
1074,leaf:oregano,True
1075,leaf:pak:choi,True
1076,leaf:salad,True
1077,leaf:spinach,True
1078,leaf:spring:onion,True
1079,leaf:tea,True
1080,leek,True
1081,leek:extra,True
1082,left:pot,True
1083,leftover,False
1084,leftover:egg,True
1085,leftover:food,True
1086,lemon,True
1087,lemonade,True
1088,lengthways:cheese,True
1089,lentil,True
1090,letter,False
1091,lettuce,True
1092,lettuce:chopped,True
1093,level:power,False
1094,level:water,True
1095,lever,True
1096,lever:toaster,True
1097,lid,True
1098,lid:aeropress,True
1099,lid:bin,False
1100,lid:blender,True
1101,lid:bottle,True
1102,lid:box,True
1103,lid:butter,True
1104,lid:chopper,True
1105,lid:clip:top:jar,True
1106,lid:coffee:machine,True
1107,lid:coffee:tin,True
1108,lid:container,True
1109,lid:curry,True
1110,lid:film,True
1111,lid:food:bin,True
1112,lid:food:processor,True
1113,lid:glass,True
1114,lid:hummus:tub,True
1115,lid:jam:jar,True
1116,lid:jar,True
1117,lid:jug,True
1118,lid:kettle,True
1119,lid:milk,True
1120,lid:milk:bottle,True
1121,lid:oil,True
1122,lid:oil:container,True
1123,lid:olive,True
1124,lid:olive:oil,True
1125,lid:oregano,True
1126,lid:pan,True
1127,lid:pepper,True
1128,lid:pepper:container,True
1129,lid:plastic,True
1130,lid:pot,True
1131,lid:processor,True
1132,lid:rice:cooker,True
1133,lid:salt,True
1134,lid:salt:container,True
1135,lid:saucepan,True
1136,lid:scotch:egg:box,True
1137,lid:sesame:oil,True
1138,lid:spice:container,True
1139,lid:steamer,True
1140,lid:sugar,True
1141,lid:teapot,True
1142,lid:tin,True
1143,lid:top:jar,True
1144,lid:trash:bin,False
1145,lid:tupperware,True
1146,lid:vinegar:bottle,True
1147,lid:water:jug,True
1148,lid:yoghurt,True
1149,light,False
1150,light:hob,False
1151,light:oven,False
1152,lighter,False
1153,lighting,False
1154,lime,True
1155,line,False
1156,liquid,False
1157,liquid:cleaning,False
1158,liquid:dish:washing,False
1159,liquid:dishwashing,False
1160,liquid:laundry,False
1161,liquid:washing,False
1162,liquid:washing:up,False
1163,loaf,True
1164,loaf:bread,True
1165,locker,False
1166,lods,False
1167,machine,True
1168,machine:coffee,True
1169,machine:sous:vide,True
1170,machine:washer,False
1171,machine:washing,False
1172,mail,False
1173,maker,True
1174,maker:coffee,True
1175,mandolin,True
1176,mango,True
1177,margarine,True
1178,masala,True
1179,masala:bean,True
1180,masher,True
1181,mat,False
1182,mat:floor,False
1183,mat:place,False
1184,mat:sushi,True
1185,mat:table,False
1186,mat:tea:place,True
1187,mayonnaise,True
1188,measure,True
1189,measurer:rice,True
1190,meat,True
1191,meat:fish,True
1192,meat:mince,True
1193,meat:minced,True
1194,meat:mix,True
1195,meat:nasty,True
1196,meat:open,True
1197,meat:stir,True
1198,meat:stirring,True
1199,melon,True
1200,mesh,True
1201,mesh:orange,True
1202,mesh:steel,True
1203,mezzaluna,True
1204,microwave,True
1205,microwave:inside,True
1206,middle:pepper,True
1207,milk,True
1208,milk:coconut,True
1209,milk:condensed,True
1210,milk:more,True
1211,milk:soy,True
1212,milk:soya,True
1213,mince,True
1214,mincemeat,True
1215,mint,True
1216,minute,True
1217,mirin,True
1218,mitt,True
1219,mitt:kitchen,True
1220,mitt:oven,True
1221,mitten,True
1222,mitten:oven,True
1223,mix,True
1224,mix:meat,True
1225,mix:spice,True
1226,mixer,True
1227,mixture,True
1228,mixture:cheese,True
1229,mixture:chilli,True
1230,mixture:chocolate,True
1231,mixture:egg,True
1232,mixture:egg:flour,True
1233,mixture:egg:food,True
1234,mixture:egg:powder,True
1235,mixture:hand:blender,True
1236,mixture:lemon:curd,True
1237,mixture:oil,True
1238,mixture:passata,True
1239,mixture:pistachio,True
1240,mixture:powder,True
1241,mixture:sugar,True
1242,mixture:tuna,True
1243,mixture:whole,True
1244,mobile,False
1245,mocha,True
1246,moka,True
1247,mop,False
1248,motor:hand:blender,False
1249,mould,True
1250,mould:cake,True
1251,mould:ring:cake,True
1252,mouse,False
1253,mouth,False
1254,mozzarella,True
1255,mozzarella:more,True
1256,mozzarella:tomato:sauce,True
1257,muffin,True
1258,mug,True
1259,mug:coffee,True
1260,mug:glass,True
1261,mug:rice,True
1262,mug:water,True
1263,mushroom,True
1264,music,False
1265,mustard,True
1266,napkin,False
1267,national,False
1268,nesquik,True
1269,net,False
1270,net:rubber,False
1271,noodle,True
1272,noodle:convenient,True
1273,noodle:instant,True
1274,nose,False
1275,nozzle,False
1276,nozzle:coffee,True
1277,number:bean:curd:source,True
1278,number:hob,True
1279,nut,True
1280,nut:pine,True
1281,nutella,True
1282,oat,True
1283,oatmeal,True
1284,oatmeal:stir,True
1285,oil,True
1286,oil:chilli,True
1287,oil:coconut,True
1288,oil:fish,True
1289,oil:more,True
1290,oil:olive,True
1291,oil:sesame,True
1292,oil:truffle,True
1293,olive,True
1294,olive:own,True
1295,omelet,True
1296,omelette,True
1297,omelette:egg,True
1298,omelette:rolled,True
1299,onion,True
1300,onion:chopped,True
1301,onion:cut:spring,True
1302,onion:diced,True
1303,onion:excess,True
1304,onion:few,True
1305,onion:half,True
1306,onion:new,True
1307,onion:open,True
1308,onion:remaining,True
1309,onion:sliced,True
1310,onion:spring,True
1311,opener:bottle,True
1312,opener:can,True
1313,orange,True
1314,orange:half,True
1315,oregano,True
1316,oven,True
1317,oven:left,True
1318,oven:microwave,True
1319,oven:right,True
1320,over:left,False
1321,pack,False
1322,pack:battery,False
1323,pack:bin:cheese,True
1324,pack:cheese,True
1325,pack:chicken,True
1326,pack:cookie,True
1327,pack:egg,True
1328,pack:meat,True
1329,pack:pasta,True
1330,pack:pizza,True
1331,pack:salad,True
1332,pack:soup,True
1333,pack:sugar,True
1334,pack:tea,True
1335,pack:tomato,True
1336,pack:tortilla,True
1337,package,False
1338,package:almond:drink,True
1339,package:avocado,True
1340,package:bacon,True
1341,package:blueberry,True
1342,package:bread,True
1343,package:butter,True
1344,package:carrot,True
1345,package:cheese,True
1346,package:chicken,True
1347,package:cookie,True
1348,package:cracker,True
1349,package:cream,True
