video_id,start_frame,stop_frame,verb,verb_class,noun,all_nouns,all_noun_classes,relevant
P01_01,38370,38416,put-down,1,grater,['grater'],[96],True
P01_01,38508,38569,throw-into,13,carrot,"['carrot', 'bin']","[41, 36]",True
P01_01,38669,38719,take,0,grater,['grater'],[96],True
P01_01,38980,39046,put-down,1,grater,['grater'],[96],True
P01_01,39166,39229,throw-into,13,carrot,"['carrot', 'bin']","[41, 36]",True
P01_01,2592,2798,take,0,board:cutting,['board:cutting'],[18],True
P01_01,39285,39345,take,0,spatula,['spatula'],[20],True
P01_01,39343,39657,stir,10,vegetable,['vegetable'],[94],True
P01_01,39753,39813,open,3,cupboard,['cupboard'],[3],False
P01_01,39813,39918,take,0,saucepan,['saucepan'],[5],True
P01_01,40038,40449,put-down,1,saucepan,['saucepan'],[5],True
P01_01,40500,40619,turn,23,hob,['hob'],[24],True
P01_01,40770,40937,take,0,kettle,['kettle'],[44],True
P01_01,41004,41841,pour-into,9,water,"['water', 'saucepan']","[27, 5]",False
P01_01,41193,41493,see,38,water:boiling,['water:boiling'],[27],False
P01_01,41944,42114,put-down,1,kettle,['kettle'],[44],True
P01_01,2787,2868,put-down,1,board:cutting,['board:cutting'],[18],True
P01_01,42231,42324,take,0,oil:olive,['oil:olive'],[31],True
P01_01,42472,42784,pour,9,oil,['oil'],[31],False
P01_01,42788,42983,close,4,oil,['oil'],[31],True
P01_01,42989,43069,put-down,1,oil,['oil'],[31],True
P01_01,43075,43128,take,0,spatula,['spatula'],[20],True
P01_01,43141,43202,take,0,board:cutting,"['board:cutting', 'onion']","[18, 16]",True
P01_01,43227,43342,pour,9,onion,['onion'],[16],False
P01_01,43347,43413,put-down,1,board:cutting,['board:cutting'],[18],True
P01_01,43422,43888,stir,10,vegetable,['vegetable'],[94],True
P01_01,43822,45004,stir,10,vegetable,['vegetable'],[94],True
P01_01,2865,2925,close,4,cupboard,['cupboard'],[3],True
P01_01,45023,45091,take,0,salt,['salt'],[38],True
P01_01,45097,45189,open,3,salt,['salt'],[38],False
P01_01,45165,45240,put-down,1,salt,['salt'],[38],True
P01_01,45185,45269,open,3,drawer,['drawer'],[8],False
P01_01,45297,45402,take,0,spoon,['spoon'],[1],True
P01_01,45468,45695,pour-onto,9,salt,"['salt', 'spoon']","[38, 1]",False
P01_01,45729,45819,pour-into,9,salt,"['salt', 'water']","[38, 27]",False
P01_01,45763,45862,stir,10,water,['water'],[27],True
P01_01,45894,45945,close,4,salt,['salt'],[38],True
P01_01,45966,46006,put-down,1,spoon,['spoon'],[1],True
P01_01,3099,3180,open,3,drawer,['drawer'],[8],False
P01_01,46050,46164,put-down,1,salt,['salt'],[38],True
P01_01,46172,46216,take,0,spatula,['spatula'],[20],True
P01_01,46215,46279,stir,10,vegetable,['vegetable'],[94],True
P01_01,46284,46359,adjust,17,hob,['hob'],[24],False
P01_01,46483,48495,stir,10,vegetable,['vegetable'],[94],True
P01_01,46540,46897,stir,10,vegetable,['vegetable'],[94],True
P01_01,47359,49179,stir,10,vegetable,['vegetable'],[94],True
P01_01,49172,49252,put-down,1,spatula,['spatula'],[20],True
P01_01,49273,49344,open,3,cupboard,['cupboard'],[3],False
P01_01,49344,49510,take,0,cupboard,['cupboard'],[3],True
P01_01,3210,3360,take,0,knife,['knife'],[4],True
P01_01,49456,49546,put-down,1,knife,['knife'],[4],True
P01_01,49614,49716,take,0,rice,['rice'],[55],True
P01_01,49753,50118,open,3,rice,['rice'],[55],False
P01_01,50348,50426,put-down,1,rice,['rice'],[55],True
P01_01,50442,50498,take,0,spatula,['spatula'],[20],True
P01_01,50504,50836,stir,10,vegetable,['vegetable'],[94],True
P01_01,50842,51846,stir,10,vegetable,['vegetable'],[94],True
P01_01,51855,51918,put-down,1,spatula,['spatula'],[20],True
P01_01,51960,52036,take,0,tofu,['tofu'],[81],True
P01_01,52175,52261,take,0,knife,['knife'],[4],True
P01_01,3213,3261,take,0,knife,['knife'],[4],True
P01_01,52252,52506,cut,7,tofu,['tofu'],[81],True
P01_01,52528,53104,open,3,container:tofu,['container:tofu'],[21],False
P01_01,53155,53350,pour-onto,9,tofu,"['tofu', 'pan']","[81, 5]",False
P01_01,53371,53455,put-down,1,container:tofu,['container:tofu'],[21],False
P01_01,53452,54256,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]",True
P01_01,54250,54310,put-down,1,spatula,['spatula'],[20],True
P01_01,54316,54491,take,0,container:tofu,['container:tofu'],[21],False
P01_01,54559,54688,throw-into,13,bin,['bin'],[36],False
P01_01,54685,54815,throw-into,13,bin,['bin'],[36],False
P01_01,55056,55105,throw-into,13,container:tupperware,"['container:tupperware', 'bin']","[23, 36]",True
P01_01,418,569,close,4,door,['door'],[3],True
P01_01,3283,3344,put-down,1,knife,['knife'],[4],True
P01_01,55298,55343,take,0,spatula,['spatula'],[20],True
P01_01,55299,55721,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]",True
P01_01,55717,55797,take,0,rice,['rice'],[55],True
P01_01,55906,56256,pour-into,9,rice,"['rice', 'water']","[55, 27]",False
P01_01,56307,56577,pour-into,9,rice,"['rice', 'water']","[55, 27]",False
P01_01,56727,57096,fold,28,bag:rice,['bag:rice'],[19],True
P01_01,57102,57182,close,4,bag:rice,['bag:rice'],[19],True
P01_01,57237,57300,open,3,cupboard,['cupboard'],[3],False
P01_01,57303,57412,put-into,5,rice,"['rice', 'cupboard']","[55, 3]",True
P01_01,57556,58175,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]",True
P01_01,3366,3396,close,4,drawer,['drawer'],[8],False
P01_01,57569,57630,take,0,spatula,['spatula'],[20],True
P01_01,58225,58269,take,0,bottle,['bottle'],[15],True
P01_01,58275,58317,open,3,top,['top'],[42],False
P01_01,58404,59088,pour-into,9,water,"['water', 'bottle']","[27, 15]",False
P01_01,59018,59140,close,4,top,['top'],[42],True
P01_01,59185,59289,put-onto,1,bottle,"['bottle', 'table']","[15, 42]",True
P01_01,59376,59616,take,0,cutlery,['cutlery'],[58],True
P01_01,59672,59824,open,3,cupboard,['cupboard'],[3],False
P01_01,59830,60475,put-into,5,cutlery,"['cutlery', 'cupboard']","[58, 3]",True
P01_01,60460,60567,close,4,drawer,['drawer'],[8],False
P01_01,3447,3522,put-down,1,knife,['knife'],[4],True
P01_01,60596,60653,take,0,spatula,['spatula'],[20],True
P01_01,60654,61082,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]",True
P01_01,61092,61212,adjust,17,hob,['hob'],[24],False
P01_01,61233,61503,stir,10,vegetable,['vegetable'],[94],True
P01_01,61524,61963,stir,10,rice,['rice'],[55],True
P01_01,62015,62073,put-down,1,spatula,['spatula'],[20],True
P01_01,62102,62257,take,0,spoon,['spoon'],[1],True
P01_01,62217,62485,take,0,glass,['glass'],[10],True
P01_01,62413,62920,put-down,1,glass,['glass'],[10],True
P01_01,62491,62762,put-down,1,glass,['glass'],[10],True
P01_01,3543,3738,turn-on,6,tap,['tap'],[0],False
P01_01,62778,62904,open,3,drawer,['drawer'],[8],False
P01_01,63100,63166,take,0,spatula,['spatula'],[20],True
P01_01,63112,64045,stir-into,10,vegetable,"['vegetable', 'bowl']","[94, 7]",True
P01_01,63992,64055,put-down,1,spatula,['spatula'],[20],True
P01_01,64449,64576,take,0,container,['container'],[21],False
P01_01,64522,64602,open,3,container,['container'],[21],False
P01_01,64625,64729,take-out,12,container,"['container', 'container']","[21, 21]",False
P01_01,64741,65014,close,4,container,['container'],[21],False
P01_01,65020,65073,put,1,container,"['container', 'cupboard']","[21, 3]",True
P01_01,65186,65277,take,0,spatula,['spatula'],[20],True
P01_01,3711,3913,wash,2,courgette,['courgette'],[76],True
P01_01,65248,65539,stir,10,rice,['rice'],[55],True
P01_01,65655,66203,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]",True
P01_01,65941,67875,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]",True
P01_01,67915,68025,put-down,1,spatula,['spatula'],[20],True
P01_01,69785,70318,stir,10,vegetable,['vegetable'],[94],True
P01_01,70329,70704,stir,10,rice,['rice'],[55],True
P01_01,70714,70831,put-down,1,spatula,['spatula'],[20],True
P01_01,70985,72718,wait-for,72,rice,['rice'],[55],False
P01_01,72849,72924,take,0,spatula,['spatula'],[20],True
P01_01,72911,73550,put-down,1,spatula,['spatula'],[20],True
P01_01,3912,4387,wash,2,courgette,['courgette'],[76],True
P01_01,72919,73543,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]",True
P01_01,73536,73596,take,0,spoon,['spoon'],[1],True
P01_01,73663,73840,scoop,16,rice,['rice'],[55],True
P01_01,73894,74162,taste,35,rice,['rice'],[55],False
P01_01,74168,74335,put-down,1,spoon,['spoon'],[1],True
P01_01,74873,74985,open,3,cupboard,['cupboard'],[3],False
P01_01,75063,75179,take,0,drainer,['drainer'],[110],True
P01_01,75839,75921,take,0,glass,"['glass', 'bottle']","[10, 15]",True
P01_01,75900,76222,pour-onto,9,water,"['water', 'glass']","[27, 10]",False
P01_01,76255,76599,drink,60,water,['water'],[27],True
P01_01,4457,4733,wash,2,carrot,['carrot'],[41],True
P01_01,76353,76437,put-down,1,bottle,['bottle'],[15],True
P01_01,76567,76656,put-down,1,glass,['glass'],[10],True
P01_01,76843,76892,take,0,spatula,['spatula'],[20],True
P01_01,76903,77562,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]",True
P01_01,77373,77776,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]",True
P01_01,77757,77818,put-down,1,spatula,['spatula'],[20],True
P01_01,78270,78327,take,0,spatula,['spatula'],[20],True
P01_01,78376,78730,stir,10,rice,['rice'],[55],True
P01_01,78688,78841,put-down,1,spatula,['spatula'],[20],True
P01_01,78952,79135,wait-for,72,rice,['rice'],[55],False
P01_01,4739,4967,wash,2,carrot,['carrot'],[41],True
P01_01,80422,81210,wait-for,72,rice,['rice'],[55],False
P01_01,81219,81328,take,0,spoon,['spoon'],[1],True
P01_01,81315,81587,scoop,16,rice,['rice'],[55],True
P01_01,81586,81924,taste,35,rice,['rice'],[55],False
P01_01,81960,82176,put-down,1,spoon,['spoon'],[1],True
P01_01,82183,82428,turn-off,8,hob,['hob'],[24],False
P01_01,83567,83707,take,0,saucepan,['saucepan'],[5],True
P01_01,83793,84077,drain,37,saucepan,['saucepan'],[5],True
P01_01,84118,84528,drain,37,rice,['rice'],[55],True
P01_01,84580,84786,pour-onto,9,rice,"['rice', 'pan']","[55, 5]",False
P01_01,4931,4991,turn-off,8,tap,['tap'],[0],False
P01_01,84780,84840,put-on,1,drainer,['drainer'],[110],True
P01_01,84882,85453,scoop,16,rice,['rice'],[55],True
P01_01,85452,85558,put-down,1,saucepan,['saucepan'],[5],True
P01_01,85568,85668,put-down,1,drainer,['drainer'],[110],True
P01_01,85702,85751,put-down,1,spatula,['spatula'],[20],True
P01_01,85769,85814,take,0,spatula,['spatula'],[20],True
P01_01,85843,86180,stir,10,rice:vegetable,"['rice:vegetable', 'tofu']","[55, 81]",True
P01_01,86181,86221,put-down,1,spatula,['spatula'],[20],True
P01_01,86217,86617,pour,9,powder:curry,['powder:curry'],[138],False
P01_01,86228,86269,take,0,powder:curry,['powder:curry'],[138],True
P01_01,5129,5189,put-down,1,vegetable,['vegetable'],[94],True
P01_01,86293,86349,open,3,powder:curry,['powder:curry'],[138],False
P01_01,86577,86643,put-down,1,powder:curry,['powder:curry'],[138],True
P01_01,86631,86695,take,0,spatula,['spatula'],[20],True
P01_01,86692,87420,stir,10,rice,['rice'],[55],True
P01_01,87320,87756,stir,10,rice,['rice'],[55],True
P01_01,87762,88196,stir,10,rice,['rice'],[55],True
P01_01,88202,90316,stir,10,rice,['rice'],[55],True
P01_01,90271,90445,turn-off,8,hob,['hob'],[24],False
P01_01,90483,91084,stir,10,rice,['rice'],[55],True
P01_01,91090,91572,stir,10,rice,['rice'],[55],True
P01_01,766,839,open,3,fridge,['fridge'],[12],False
P01_01,5245,5297,open,3,cupboard,['cupboard'],[3],False
P01_01,91440,92910,stir,10,rice,['rice'],[55],True
P01_01,92925,92991,put-down,1,spatula,['spatula'],[20],True
P01_01,93006,93247,close,4,powder:curry,['powder:curry'],[138],True
P01_01,93266,93311,put-down,1,powder:curry,['powder:curry'],[138],True
P01_01,93332,93407,take,0,container,['container'],[21],False
P01_01,93409,93520,take,0,spatula,['spatula'],[20],True
P01_01,93457,93778,pour-into,9,rice,"['rice', 'container']","[55, 21]",False
P01_01,93649,94426,pour-into,9,rice,"['rice', 'container']","[55, 21]",False
P01_01,93751,93856,scoop,16,rice,['rice'],[55],True
P01_01,93862,93967,pour-into,9,rice,"['rice', 'container']","[55, 21]",False
P01_01,5551,5645,take,0,grater,['grater'],[96],True
P01_01,93988,94108,scoop,16,rice,['rice'],[55],True
P01_01,94433,94479,put-down,1,container,['container'],[21],False
P01_01,94451,94518,put-down,1,spatula,['spatula'],[20],True
P01_01,94522,94637,take,0,plate,['plate'],[2],False
P01_01,94666,94749,put-down,1,plate,['plate'],[2],False
P01_01,94753,94809,take,0,spatula,['spatula'],[20],True
P01_01,94806,95553,pour-onto,9,rice,"['rice', 'plate']","[55, 2]",False
P01_01,95632,95991,scoop,16,rice,['rice'],[55],True
P01_01,96040,96362,scoop,16,rice,['rice'],[55],True
P01_01,96366,97087,pour-into,9,rice,"['rice', 'container']","[55, 21]",False
P01_01,5716,5973,take,0,pan,['pan'],[5],True
P01_01,96374,97123,scoop,16,rice,['rice'],[55],True
P01_01,97089,97230,put-down,1,spatula,['spatula'],[20],True
P01_01,97259,97387,put-down,1,pan,['pan'],[5],True
P01_01,97516,97617,turn-on,6,tap,['tap'],[0],False
P01_01,97624,97782,wash,2,pan,['pan'],[5],True
P01_01,97807,98014,wash,2,saucepan,['saucepan'],[5],True
P01_01,98021,98112,wash,2,drainer,['drainer'],[110],True
P01_01,98098,98167,turn-off,8,tap,['tap'],[0],False
P01_01,98257,98383,take,0,plate,['plate'],[2],False
P01_01,98424,98501,put-down,1,plate,['plate'],[2],False
P01_01,6044,6135,put-down,1,pan,['pan'],[5],True
P01_01,6099,6144,close,4,cupboard,['cupboard'],[3],True
P01_01,6181,6226,close,4,cupboard,['cupboard'],[3],True
P01_01,6246,6313,take,0,courgette,['courgette'],[76],True
P01_01,6341,7321,cut,7,courgette,['courgette'],[76],True
P01_01,7327,7618,turn-on,6,hob,['hob'],[24],True
P01_01,7668,8693,cut,7,courgette,['courgette'],[76],True
P01_01,915,983,take,0,celery,['celery'],[223],True
P01_01,7859,8747,cut,7,courgette,['courgette'],[76],True
P01_01,9031,9939,dice,7,courgette,['courgette'],[76],True
P01_01,9945,10816,dice,7,courgette,['courgette'],[76],True
P01_01,10822,11634,dice,7,courgette,['courgette'],[76],True
P01_01,14342,14928,dice,7,courgette,['courgette'],[76],True
P01_01,15003,15472,pour-onto,9,courgette,"['courgette', 'pan']","[76, 5]",False
P01_01,15701,15878,throw-into,13,courgette,"['courgette', 'bin:rubbish']","[76, 36]",True
P01_01,15903,15986,open,3,drawer,['drawer'],[8],False
P01_01,16114,16154,close,4,drawer,['drawer'],[8],False
P01_01,16225,16329,take,0,spatula,['spatula'],[20],True
P01_01,990,1083,take,0,container,['container'],[21],False
P01_01,16324,16671,stir,10,courgette,['courgette'],[76],True
P01_01,16776,16881,take,0,salt,['salt'],[38],True
P01_01,16887,16975,open,3,salt,['salt'],[38],False
P01_01,16968,17103,pour-onto,9,salt,"['salt', 'pan']","[38, 5]",False
P01_01,17109,17207,put-down,1,salt,['salt'],[38],True
P01_01,17271,17655,stir,10,courgette,['courgette'],[76],True
P01_01,17661,17736,put-down,1,spatula,['spatula'],[20],True
P01_01,17742,17982,take,0,celery,['celery'],[223],True
P01_01,18075,18930,wash,2,celery,['celery'],[223],True
P01_01,18078,18207,turn-on,6,tap,['tap'],[0],False
P01_01,1091,1268,take,0,tofu,['tofu'],[81],True
P01_01,18213,18929,wash,2,celery,['celery'],[223],True
P01_01,18901,18956,turn-off,8,tap,['tap'],[0],False
P01_01,19095,19200,put-down,1,celery,['celery'],[223],True
P01_01,19366,19690,cut,7,celery,['celery'],[223],True
P01_01,19696,20284,cut,7,celery,['celery'],[223],True
P01_01,20498,20772,pour-onto,9,celery,"['celery', 'pan']","[223, 5]",False
P01_01,20760,20860,put-down,1,board:cutting,"['board:cutting', 'knife']","[18, 4]",True
P01_01,20839,21227,take,0,celery,['celery'],[223],True
P01_01,21245,21506,throw-into,13,bin:garbage,['bin:garbage'],[36],False
P01_01,21612,21710,open,3,fridge,['fridge'],[12],False
P01_01,1314,1399,close,4,fridge,['fridge'],[12],False
P01_01,21645,21784,put-into,5,celery,"['celery', 'fridge']","[223, 12]",True
P01_01,21784,21849,close,4,fridge,['fridge'],[12],False
P01_01,22040,22100,take,0,spatula,['spatula'],[20],True
P01_01,22102,22681,stir,10,spatula,['spatula'],[20],True
P01_01,22669,22758,put-down,1,spatula,['spatula'],[20],True
P01_01,22755,22872,open,3,container,['container'],[21],False
P01_01,22891,23091,take,0,onion,['onion'],[16],True
P01_01,23040,23085,take,0,onion,['onion'],[16],True
P01_01,23091,23134,put-down,1,onion,['onion'],[16],True
P01_01,23128,23302,close,4,container,['container'],[21],False
P01_01,1390,1457,open,3,fridge,['fridge'],[12],False
P01_01,23431,23476,take,0,spatula,['spatula'],[20],True
P01_01,23457,23527,take,0,knife,['knife'],[4],True
P01_01,23555,23925,cut,7,onion,['onion'],[16],True
P01_01,23724,24421,cut,7,onion,['onion'],[16],True
P01_01,24503,25330,cut,7,onion,['onion'],[16],True
P01_01,25481,25585,put-down,1,knife,['knife'],[4],True
P01_01,25617,25761,take,0,kettle,['kettle'],[44],True
P01_01,25784,26028,turn-on,6,tap,['tap'],[0],False
P01_01,25794,26266,pour-into,9,water,"['water', 'kettle']","[27, 44]",False
P01_01,26220,26589,pour,9,water,['water'],[27],False
P01_01,1468,1676,take,0,carrot,['carrot'],[41],True
P01_01,26490,26535,turn-off,8,tap,['tap'],[0],False
P01_01,26706,26827,turn-on,6,kettle,['kettle'],[44],True
P01_01,27004,27048,take,0,spatula,['spatula'],[20],True
P01_01,27033,27498,stir,10,vegetable,['vegetable'],[94],True
P01_01,27334,27884,stir,10,vegetable,['vegetable'],[94],True
P01_01,28050,28113,take,0,glass,['glass'],[10],True
P01_01,28148,28219,take,0,glass,['glass'],[10],True
P01_01,28287,28362,open,3,cupboard,['cupboard'],[3],False
P01_01,28450,28633,put-into,5,glass,"['glass', 'cupboard']","[10, 3]",True
P01_01,28604,28759,close,4,cupboard,['cupboard'],[3],True
P01_02,304,410,take,0,plate,['plate'],[2],False
P01_02,516,556,open,3,bin,['bin'],[36],False
P01_02,1812,1947,pour,9,liquid:washing:up,"['liquid:washing:up', 'sponge']","[22, 9]",False
P01_02,19998,20043,take,0,rag,['rag'],[17],True
P01_02,20049,20565,squeeze,18,sponge,['sponge'],[9],False
P01_02,20571,20826,rinse,2,rag,['rag'],[17],True
P01_02,20832,20952,squeeze,18,rag,['rag'],[17],True
P01_02,20928,21138,wipe,2,sink,['sink'],[63],True
P01_02,20942,21540,wipe,2,sink,['sink'],[63],True
P01_02,21144,21294,squeeze,18,rag,['rag'],[17],True
P01_02,21582,21931,wipe,2,counter,['counter'],[42],True
P01_02,21892,22048,wipe,2,counter,['counter'],[42],True
P01_02,22054,22603,wipe,2,counter,['counter'],[42],True
P01_02,1948,2132,squeeze,18,sponge,['sponge'],[9],False
P01_02,22662,22738,open,3,bin,['bin'],[36],False
P01_02,22739,22784,throw-into,13,leftover,"['leftover', 'bin']","[34, 36]",False
P01_02,22788,22917,close,4,bin,['bin'],[36],False
P01_02,23001,23225,wipe,2,cooker,['cooker'],[46],True
P01_02,23225,23601,wipe,2,cooker,['cooker'],[46],True
P01_02,23607,24447,wipe,2,cooker,['cooker'],[46],True
P01_02,24256,24450,wipe,2,cooker,['cooker'],[46],True
P01_02,24456,24784,wipe,2,counter,['counter'],[42],True
P01_02,24789,24947,wipe,2,counter,['counter'],[42],True
P01_02,24809,25074,wipe,2,sink,['sink'],[63],True
P01_02,2078,2142,take,0,fork,['fork'],[14],True
P01_02,25059,25171,turn-on,6,tap,['tap'],[0],False
P01_02,25159,25464,rinse,2,rag,['rag'],[17],True
P01_02,25469,25549,turn-off,8,tap,['tap'],[0],False
P01_02,25555,25656,squeeze,18,rag,['rag'],[17],True
P01_02,25663,25842,wipe,2,sink,['sink'],[63],True
P01_02,25828,26445,wipe,2,sink,['sink'],[63],True
P01_02,26466,26696,squeeze,18,rag,['rag'],[17],True
P01_02,26687,26757,put-down,1,rag,['rag'],[17],True
P01_02,26757,26839,take,0,cloth,['cloth'],[17],True
P01_02,26814,27054,dry,14,hand,['hand'],[11],True
P01_02,2129,2474,wash,2,fork,['fork'],[14],True
P01_02,27070,27205,put-down,1,cloth,['cloth'],[17],True
P01_02,27226,27316,move,11,chair,['chair'],[182],True
P01_02,27322,27727,take,0,board:eating,['board:eating'],[84],True
P01_02,27828,27948,open,3,drawer,['drawer'],[8],False
P01_02,27949,28039,put-down,1,board:eating,['board:eating'],[84],True
P01_02,28087,28165,take,0,lid,['lid'],[6],True
P01_02,28107,28259,close,4,lid,['lid'],[6],True
P01_02,28386,28531,take,0,container,['container'],[21],False
P01_02,28554,28600,open,3,fridge,['fridge'],[12],False
P01_02,28620,28866,put-into,5,container,"['container', 'fridge']","[21, 12]",False
P01_02,2505,2557,take,0,knife,['knife'],[4],True
P01_02,28927,29008,close,4,fridge,['fridge'],[12],False
P01_02,29241,29318,take,0,bottle,['bottle'],[15],True
P01_02,29340,29586,pour-into,9,water,"['water', 'glass']","[27, 10]",False
P01_02,29592,29652,put-down,1,bottle,['bottle'],[15],True
P01_02,29628,29955,drink,60,water,['water'],[27],True
P01_02,29679,29829,close,4,bottle,['bottle'],[15],True
P01_02,2561,2966,wash,2,knife,['knife'],[4],True
P01_02,2970,3001,put-down,1,knife,['knife'],[4],True
P01_02,3019,3068,take,0,plate,['plate'],[2],False
P01_02,3053,3631,wash,2,plate,['plate'],[2],False
P01_02,3627,3805,wash,2,plate,['plate'],[2],False
P01_02,607,1087,throw-into,13,leftover,"['leftover', 'bin']","[34, 36]",False
P01_02,3789,3847,put-down,1,plate,['plate'],[2],False
P01_02,3853,3891,take,0,spatula,['spatula'],[20],True
P01_02,3996,4057,turn-on,6,tap,['tap'],[0],False
P01_02,4042,4162,rinse,2,spatula,['spatula'],[20],True
P01_02,4159,4639,wash,2,spatula,['spatula'],[20],True
P01_02,4570,4873,wash,2,spatula,['spatula'],[20],True
P01_02,4807,4920,put-down,1,spatula,['spatula'],[20],True
P01_02,4926,4975,take,0,colander,['colander'],[39],False
P01_02,4974,5300,wash,2,colander,['colander'],[39],False
P01_02,5284,5383,put-down,1,colander,['colander'],[39],False
P01_02,1102,1147,close,4,bin,['bin'],[36],False
P01_02,5387,5482,take,0,saucepan,['saucepan'],[5],True
P01_02,5488,5743,wash,2,saucepan,['saucepan'],[5],True
P01_02,5742,6072,wash,2,saucepan,['saucepan'],[5],True
P01_02,6078,6504,wash,2,saucepan,['saucepan'],[5],True
P01_02,6550,6677,take,0,colander,['colander'],[39],False
P01_02,6550,6654,put-down,1,saucepan,['saucepan'],[5],True
P01_02,6645,6735,put-down,1,colander,['colander'],[39],False
P01_02,6801,6958,empty,20,pan,['pan'],[5],True
P01_02,7001,7436,wash,2,pan,['pan'],[5],True
P01_02,7507,7882,wash,2,pan,['pan'],[5],True
P01_02,1260,1353,put-down,1,plate,['plate'],[2],False
P01_02,7888,8179,wash,2,pan,['pan'],[5],True
P01_02,8179,8275,put-down,1,pan,['pan'],[5],True
P01_02,8311,8431,take,0,board:cutting,['board:cutting'],[18],True
P01_02,8452,8797,wash,2,board:cutting,['board:cutting'],[18],True
P01_02,8863,9133,wash,2,board:cutting,['board:cutting'],[18],True
P01_02,9139,9214,put-down,1,board:cutting,['board:cutting'],[18],True
P01_02,9225,9287,take,0,grater,['grater'],[96],True
P01_02,9282,9423,wash,2,grater,['grater'],[96],True
P01_02,9340,9816,wash,2,grater,['grater'],[96],True
P01_02,9803,9837,put-down,1,sponge,['sponge'],[9],False
P01_02,1441,1515,take,0,sponge,['sponge'],[9],False
P01_02,9890,10004,put-down,1,grater,['grater'],[96],True
P01_02,10098,10160,take,0,spoon,['spoon'],[1],True
P01_02,10249,10287,take,0,sponge,['sponge'],[9],False
P01_02,10292,10412,wash,2,spoon,['spoon'],[1],True
P01_02,10378,10422,put-down,1,sponge,['sponge'],[9],False
P01_02,10424,10529,turn-on,6,tap,['tap'],[0],False
P01_02,10521,10587,rinse,2,hand,['hand'],[11],True
P01_02,10593,10783,rinse,2,spoon,['spoon'],[1],True
P01_02,10888,11322,rinse,2,grater,['grater'],[96],True
P01_02,11328,11944,rinse,2,grater,['grater'],[96],True
P01_02,1471,1552,squeeze,18,sponge,['sponge'],[9],False
P01_02,11974,12030,put-down,1,grater,['grater'],[96],True
P01_02,12025,12135,take,0,colander,['colander'],[39],False
P01_02,12145,12639,rinse,2,colander,['colander'],[39],False
P01_02,12489,13015,rinse,2,colander,['colander'],[39],False
P01_02,13048,13105,put-down,1,colander,['colander'],[39],False
