video_id,start_frame,stop_frame,verb,verb_class,noun,all_nouns,all_noun_classes
P01_01,53155,53350,pour-onto,9,tofu,"['tofu', 'pan']","[81, 5]"
P01_01,53371,53455,put-down,1,container:tofu,['container:tofu'],[21]
P01_01,53452,54256,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]"
P01_01,54250,54310,put-down,1,spatula,['spatula'],[20]
P01_01,54316,54491,take,0,container:tofu,['container:tofu'],[21]
P01_01,54559,54688,throw-into,13,bin,['bin'],[36]
P01_01,54685,54815,throw-into,13,bin,['bin'],[36]
P01_01,55056,55105,throw-into,13,container:tupperware,"['container:tupperware', 'bin']","[23, 36]"
P01_01,418,569,close,4,door,['door'],[3]
P01_01,3283,3344,put-down,1,knife,['knife'],[4]
P01_01,55298,55343,take,0,spatula,['spatula'],[20]
P01_01,55299,55721,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]"
P01_01,55717,55797,take,0,rice,['rice'],[55]
P01_01,55906,56256,pour-into,9,rice,"['rice', 'water']","[55, 27]"
P01_01,56307,56577,pour-into,9,rice,"['rice', 'water']","[55, 27]"
P01_01,56727,57096,fold,28,bag:rice,['bag:rice'],[19]
P01_01,57102,57182,close,4,bag:rice,['bag:rice'],[19]
P01_01,57237,57300,open,3,cupboard,['cupboard'],[3]
P01_01,57303,57412,put-into,5,rice,"['rice', 'cupboard']","[55, 3]"
P01_01,57556,58175,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]"
P01_01,3366,3396,close,4,drawer,['drawer'],[8]
P01_01,57569,57630,take,0,spatula,['spatula'],[20]
P01_01,58225,58269,take,0,bottle,['bottle'],[15]
P01_01,58275,58317,open,3,top,['top'],[42]
P01_01,58404,59088,pour-into,9,water,"['water', 'bottle']","[27, 15]"
P01_01,59018,59140,close,4,top,['top'],[42]
P01_01,59185,59289,put-onto,1,bottle,"['bottle', 'table']","[15, 42]"
P01_01,59376,59616,take,0,cutlery,['cutlery'],[58]
P01_01,59672,59824,open,3,cupboard,['cupboard'],[3]
P01_01,59830,60475,put-into,5,cutlery,"['cutlery', 'cupboard']","[58, 3]"
P01_01,60460,60567,close,4,drawer,['drawer'],[8]
P01_01,3447,3522,put-down,1,knife,['knife'],[4]
P01_01,60596,60653,take,0,spatula,['spatula'],[20]
P01_01,60654,61082,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]"
P01_01,61092,61212,adjust,17,hob,['hob'],[24]
P01_01,61233,61503,stir,10,vegetable,['vegetable'],[94]
P01_01,61524,61963,stir,10,rice,['rice'],[55]
P01_01,62015,62073,put-down,1,spatula,['spatula'],[20]
P01_01,62102,62257,take,0,spoon,['spoon'],[1]
P01_01,62217,62485,take,0,glass,['glass'],[10]
P01_01,62413,62920,put-down,1,glass,['glass'],[10]
P01_01,62491,62762,put-down,1,glass,['glass'],[10]
P01_01,3543,3738,turn-on,6,tap,['tap'],[0]
P01_01,62778,62904,open,3,drawer,['drawer'],[8]
P01_01,63100,63166,take,0,spatula,['spatula'],[20]
P01_01,63112,64045,stir-into,10,vegetable,"['vegetable', 'bowl']","[94, 7]"
P01_01,63992,64055,put-down,1,spatula,['spatula'],[20]
P01_01,64449,64576,take,0,container,['container'],[21]
P01_01,64522,64602,open,3,container,['container'],[21]
P01_01,64625,64729,take-out,12,container,"['container', 'container']","[21, 21]"
P01_01,64741,65014,close,4,container,['container'],[21]
P01_01,65020,65073,put,1,container,"['container', 'cupboard']","[21, 3]"
P01_01,65186,65277,take,0,spatula,['spatula'],[20]
P01_01,3711,3913,wash,2,courgette,['courgette'],[76]
P01_01,65248,65539,stir,10,rice,['rice'],[55]
P01_01,65655,66203,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]"
P01_01,65941,67875,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]"
P01_01,67915,68025,put-down,1,spatula,['spatula'],[20]
P01_01,69785,70318,stir,10,vegetable,['vegetable'],[94]
P01_01,70329,70704,stir,10,rice,['rice'],[55]
P01_01,70714,70831,put-down,1,spatula,['spatula'],[20]
P01_01,70985,72718,wait-for,72,rice,['rice'],[55]
P01_01,72849,72924,take,0,spatula,['spatula'],[20]
P01_01,72911,73550,put-down,1,spatula,['spatula'],[20]
P01_01,3912,4387,wash,2,courgette,['courgette'],[76]
P01_01,72919,73543,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]"
P01_01,73536,73596,take,0,spoon,['spoon'],[1]
P01_01,73663,73840,scoop,16,rice,['rice'],[55]
P01_01,73894,74162,taste,35,rice,['rice'],[55]
P01_01,74168,74335,put-down,1,spoon,['spoon'],[1]
P01_01,74873,74985,open,3,cupboard,['cupboard'],[3]
P01_01,75063,75179,take,0,drainer,['drainer'],[110]
P01_01,75839,75921,take,0,glass,"['glass', 'bottle']","[10, 15]"
P01_01,75900,76222,pour-onto,9,water,"['water', 'glass']","[27, 10]"
P01_01,76255,76599,drink,60,water,['water'],[27]
P01_01,4457,4733,wash,2,carrot,['carrot'],[41]
P01_01,76353,76437,put-down,1,bottle,['bottle'],[15]
P01_01,76567,76656,put-down,1,glass,['glass'],[10]
P01_01,76843,76892,take,0,spatula,['spatula'],[20]
P01_01,76903,77562,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]"
P01_01,77373,77776,stir,10,vegetable,"['vegetable', 'tofu']","[94, 81]"
P01_01,77757,77818,put-down,1,spatula,['spatula'],[20]
P01_01,78270,78327,take,0,spatula,['spatula'],[20]
P01_01,78376,78730,stir,10,rice,['rice'],[55]
P01_01,78688,78841,put-down,1,spatula,['spatula'],[20]
P01_01,78952,79135,wait-for,72,rice,['rice'],[55]
P01_01,4739,4967,wash,2,carrot,['carrot'],[41]
P01_01,80422,81210,wait-for,72,rice,['rice'],[55]
P01_01,81219,81328,take,0,spoon,['spoon'],[1]
P01_01,81315,81587,scoop,16,rice,['rice'],[55]
P01_01,81586,81924,taste,35,rice,['rice'],[55]
P01_01,81960,82176,put-down,1,spoon,['spoon'],[1]
P01_01,82183,82428,turn-off,8,hob,['hob'],[24]
P01_01,83567,83707,take,0,saucepan,['saucepan'],[5]
P01_01,83793,84077,drain,37,saucepan,['saucepan'],[5]
P01_01,84118,84528,drain,37,rice,['rice'],[55]
P01_01,84580,84786,pour-onto,9,rice,"['rice', 'pan']","[55, 5]"
P01_01,4931,4991,turn-off,8,tap,['tap'],[0]
P01_01,84780,84840,put-on,1,drainer,['drainer'],[110]
P01_01,84882,85453,scoop,16,rice,['rice'],[55]
P01_01,85452,85558,put-down,1,saucepan,['saucepan'],[5]
P01_01,85568,85668,put-down,1,drainer,['drainer'],[110]
P01_01,85702,85751,put-down,1,spatula,['spatula'],[20]
P01_01,85769,85814,take,0,spatula,['spatula'],[20]
P01_01,85843,86180,stir,10,rice:vegetable,"['rice:vegetable', 'tofu']","[55, 81]"
P01_01,86181,86221,put-down,1,spatula,['spatula'],[20]
P01_01,86217,86617,pour,9,powder:curry,['powder:curry'],[138]
P01_01,86228,86269,take,0,powder:curry,['powder:curry'],[138]
P01_01,5129,5189,put-down,1,vegetable,['vegetable'],[94]
P01_01,86293,86349,open,3,powder:curry,['powder:curry'],[138]
P01_01,86577,86643,put-down,1,powder:curry,['powder:curry'],[138]
P01_01,86631,86695,take,0,spatula,['spatula'],[20]
P01_01,86692,87420,stir,10,rice,['rice'],[55]
P01_01,87320,87756,stir,10,rice,['rice'],[55]
P01_01,87762,88196,stir,10,rice,['rice'],[55]
P01_01,88202,90316,stir,10,rice,['rice'],[55]
P01_01,90271,90445,turn-off,8,hob,['hob'],[24]
P01_01,90483,91084,stir,10,rice,['rice'],[55]
P01_01,91090,91572,stir,10,rice,['rice'],[55]
P01_01,766,839,open,3,fridge,['fridge'],[12]
P01_01,5245,5297,open,3,cupboard,['cupboard'],[3]
P01_01,91440,92910,stir,10,rice,['rice'],[55]
P01_01,92925,92991,put-down,1,spatula,['spatula'],[20]
P01_01,93006,93247,close,4,powder:curry,['powder:curry'],[138]
P01_01,93266,93311,put-down,1,powder:curry,['powder:curry'],[138]
P01_01,93332,93407,take,0,container,['container'],[21]
P01_01,93409,93520,take,0,spatula,['spatula'],[20]
P01_01,93457,93778,pour-into,9,rice,"['rice', 'container']","[55, 21]"
P01_01,93649,94426,pour-into,9,rice,"['rice', 'container']","[55, 21]"
P01_01,93751,93856,scoop,16,rice,['rice'],[55]
P01_01,93862,93967,pour-into,9,rice,"['rice', 'container']","[55, 21]"
P01_01,5551,5645,take,0,grater,['grater'],[96]
P01_01,93988,94108,scoop,16,rice,['rice'],[55]
P01_01,94433,94479,put-down,1,container,['container'],[21]
P01_01,94451,94518,put-down,1,spatula,['spatula'],[20]
P01_01,94522,94637,take,0,plate,['plate'],[2]
P01_01,94666,94749,put-down,1,plate,['plate'],[2]
P01_01,94753,94809,take,0,spatula,['spatula'],[20]
P01_01,94806,95553,pour-onto,9,rice,"['rice', 'plate']","[55, 2]"
P01_01,95632,95991,scoop,16,rice,['rice'],[55]
P01_01,96040,96362,scoop,16,rice,['rice'],[55]
P01_01,96366,97087,pour-into,9,rice,"['rice', 'container']","[55, 21]"
P01_01,5716,5973,take,0,pan,['pan'],[5]
P01_01,96374,97123,scoop,16,rice,['rice'],[55]
P01_01,97089,97230,put-down,1,spatula,['spatula'],[20]
P01_01,97259,97387,put-down,1,pan,['pan'],[5]
P01_01,97516,97617,turn-on,6,tap,['tap'],[0]
P01_01,97624,97782,wash,2,pan,['pan'],[5]
P01_01,97807,98014,wash,2,saucepan,['saucepan'],[5]
P01_01,98021,98112,wash,2,drainer,['drainer'],[110]
P01_01,98098,98167,turn-off,8,tap,['tap'],[0]
P01_01,98257,98383,take,0,plate,['plate'],[2]
P01_01,98424,98501,put-down,1,plate,['plate'],[2]
P01_01,6044,6135,put-down,1,pan,['pan'],[5]
P01_01,6099,6144,close,4,cupboard,['cupboard'],[3]
P01_01,6181,6226,close,4,cupboard,['cupboard'],[3]
P01_01,6246,6313,take,0,courgette,['courgette'],[76]
P01_01,6341,7321,cut,7,courgette,['courgette'],[76]
P01_01,7327,7618,turn-on,6,hob,['hob'],[24]
P01_01,7668,8693,cut,7,courgette,['courgette'],[76]
P01_01,915,983,take,0,celery,['celery'],[223]
P01_01,7859,8747,cut,7,courgette,['courgette'],[76]
P01_01,9031,9939,dice,7,courgette,['courgette'],[76]
P01_01,9945,10816,dice,7,courgette,['courgette'],[76]
P01_01,10822,11634,dice,7,courgette,['courgette'],[76]
P01_01,14342,14928,dice,7,courgette,['courgette'],[76]
P01_01,15003,15472,pour-onto,9,courgette,"['courgette', 'pan']","[76, 5]"
P01_01,15701,15878,throw-into,13,courgette,"['courgette', 'bin:rubbish']","[76, 36]"
P01_01,15903,15986,open,3,drawer,['drawer'],[8]
P01_01,16114,16154,close,4,drawer,['drawer'],[8]
P01_01,16225,16329,take,0,spatula,['spatula'],[20]
P01_01,990,1083,take,0,container,['container'],[21]
P01_01,16324,16671,stir,10,courgette,['courgette'],[76]
P01_01,16776,16881,take,0,salt,['salt'],[38]
P01_01,16887,16975,open,3,salt,['salt'],[38]
P01_01,16968,17103,pour-onto,9,salt,"['salt', 'pan']","[38, 5]"
P01_01,17109,17207,put-down,1,salt,['salt'],[38]
P01_01,17271,17655,stir,10,courgette,['courgette'],[76]
P01_01,17661,17736,put-down,1,spatula,['spatula'],[20]
P01_01,17742,17982,take,0,celery,['celery'],[223]
P01_01,18075,18930,wash,2,celery,['celery'],[223]
P01_01,18078,18207,turn-on,6,tap,['tap'],[0]
P01_01,1091,1268,take,0,tofu,['tofu'],[81]
P01_01,18213,18929,wash,2,celery,['celery'],[223]
P01_01,18901,18956,turn-off,8,tap,['tap'],[0]
P01_01,19095,19200,put-down,1,celery,['celery'],[223]
P01_01,19366,19690,cut,7,celery,['celery'],[223]
P01_01,19696,20284,cut,7,celery,['celery'],[223]
P01_01,20498,20772,pour-onto,9,celery,"['celery', 'pan']","[223, 5]"
P01_01,20760,20860,put-down,1,board:cutting,"['board:cutting', 'knife']","[18, 4]"
P01_01,20839,21227,take,0,celery,['celery'],[223]
P01_01,21245,21506,throw-into,13,bin:garbage,['bin:garbage'],[36]
P01_01,21612,21710,open,3,fridge,['fridge'],[12]
P01_01,1314,1399,close,4,fridge,['fridge'],[12]
P01_01,21645,21784,put-into,5,celery,"['celery', 'fridge']","[223, 12]"
P01_01,21784,21849,close,4,fridge,['fridge'],[12]
P01_01,22040,22100,take,0,spatula,['spatula'],[20]
P01_01,22102,22681,stir,10,spatula,['spatula'],[20]
P01_01,22669,22758,put-down,1,spatula,['spatula'],[20]
P01_01,22755,22872,open,3,container,['container'],[21]
P01_01,22891,23091,take,0,onion,['onion'],[16]
P01_01,23040,23085,take,0,onion,['onion'],[16]
P01_01,23091,23134,put-down,1,onion,['onion'],[16]
P01_01,23128,23302,close,4,container,['container'],[21]
P01_01,1390,1457,open,3,fridge,['fridge'],[12]
P01_01,23431,23476,take,0,spatula,['spatula'],[20]
P01_01,23457,23527,take,0,knife,['knife'],[4]
P01_01,23555,23925,cut,7,onion,['onion'],[16]
P01_01,23724,24421,cut,7,onion,['onion'],[16]
P01_01,24503,25330,cut,7,onion,['onion'],[16]
P01_01,25481,25585,put-down,1,knife,['knife'],[4]
P01_01,25617,25761,take,0,kettle,['kettle'],[44]
P01_01,25784,26028,turn-on,6,tap,['tap'],[0]
P01_01,25794,26266,pour-into,9,water,"['water', 'kettle']","[27, 44]"
P01_01,26220,26589,pour,9,water,['water'],[27]
P01_01,1468,1676,take,0,carrot,['carrot'],[41]
P01_01,26490,26535,turn-off,8,tap,['tap'],[0]
P01_01,26706,26827,turn-on,6,kettle,['kettle'],[44]
P01_01,27004,27048,take,0,spatula,['spatula'],[20]
P01_01,27033,27498,stir,10,vegetable,['vegetable'],[94]
P01_01,27334,27884,stir,10,vegetable,['vegetable'],[94]
P01_01,28050,28113,take,0,glass,['glass'],[10]
P01_01,28148,28219,take,0,glass,['glass'],[10]
P01_01,28287,28362,open,3,cupboard,['cupboard'],[3]
P01_01,28450,28633,put-into,5,glass,"['glass', 'cupboard']","[10, 3]"
P01_01,28604,28759,close,4,cupboard,['cupboard'],[3]
